Temp,한국어,영어,영어 검수
15962,"네, 미묘한 차이일지라도 역동적으로 느껴질 것 같아요.","Certainly, even if there is a little difference, it would be much more dynamic.","Yeah, I think even a subtle distinction will make it dynamic."
15966,그럼 열 한 개의 텀블러 가격과 배송비를 합하면 금액이 얼마죠?,Then what is the total price for eleven tumblers with delivery charge?,Then what is the total price for eleven tumblers with delivery charge?
15970,"둘째, 다양한 구성원의 실질적인 참여가 이루어지지 못하고 있다.","Secondly, the actual participants do not include various members.","Secondly, various members are not actually participating."
15971,"둘째, 꼼꼼한 성격이 주변 사람들을 피곤하게 할 때가 있습니다.","Second, my meticulous nature sometimes makes surrounding people tired.","Second, my meticulous personality sometimes makes people around me tired."
15974,그러면 입양한 아이는 당신과 같이 살고 있습니까?,Then are you living with the kid that you adopted?,Is an adopted child living with you then?
15981,슬림한 핏으로 몸매를 날씬하게 표현해 주는 원피스입니다.,It is a one-piece dress that has slim fit and makes your body look slim.,This is a slim-fit dress that makes you look slim.
15985,2015년 한 해 동안 많은 지원 해주셔서 감사합니다.,Thank you for supporting us a lot for a year of 2015.,Thank you for supporting us a lot during 2015.
15988,시즌 2를 제작한다 들었는데 시기는 어떻게 됩니까?,"I heard that season 2 will be produced, when will this be?","I heard that season 2 will be produced, when will this be?"
15990,1950년 한국 전쟁 때문에 그는 자기 아빠랑 헤어졌습니다.,He was separated from his father because of Korean War occurred in 1950.,He was separated from his father because of Korean War occurred in 1950.
15993,True에 한국어 잘하는 직원이랑 같이 갈 거야,I will go to True with an employee who can speak Korean well.,I am going to True with an employee who can speak Korean fleuntly.
15997,저희가 주문한 계란말이는 왜 이렇게 안 나오나요?,How come our rolled omelette is  not served yet?,Why isn't the Rolled Omelette we orderd coming out?
16004,우리가 회의할 내용을 계획하여 너에게 메일로 보낼게.,I will send a mail after planning what we discuss at the meeting.,I will send you an email after planning what to discuss at the meeting.
16008,우리가 발행한 인보이스들에 대해서는 어떻게 처리해야 하나요?,How should we handle the invoice that we issued?,How should we handle the invoice that we issued?
16011,지원서가 그녀가 지원한 다섯 개의 학교에 보내졌는지 알고 싶어요.,I want to know if it was sent to five schools that she applied to.,I’d like to know if the application was sent to five schools she applied for.
16012,저희가 추가한 3 패키지를 4 패키지로 변경하고 싶습니다.,I want to change 3 packages that I added to 4 packages.,I want to change 3 packages we added to 4 packages.
16013,우리가 특별한 제안을 하기에 앞서 당신 생각을 알고 싶어요.,We want to know about your opinion before we suggest a special offer.,We want to know your opinion before we suggest you a special offer.
16014,우리가 요청한 기술 문의가 어떻게 진행 중인지 알고 싶습니다.,I want to know how technical inquiry we requested is going on.,I would like to know how the technical inquiry we requested is going on.
16018,우리가 요청한 제품 불량에 대한 세부 사항은 확인되었습니까?,Have you checked the details about the product defect we mentioned?,Have you checked the details of the product defects we requested?
16020,우리가 주문한 제품의 대체품이 있다는 말입니까?,You mean there is a substitute for the product that we ordered?,Do you mean there is a replacement for the product we ordered?
16033,영어가 중요한 지금 어떻게 공부해야 할지 알아보자.,Let's find out how to study English that is important these days.,Let's find out how to study English as it is important these days.
16034,통화가 가능한 너의 전화번호를 알려주면 직원에게 전달할게.,"If you let me know your contactable number, then I will tell the staff.","If you give me your number I can reach, I'll give it to the staff."
16042,우리가 소속한 안산 학습관에서 일주일에 한 번 스터디 모임을 하자.,Let's have a study meeting once a week at Ansan learning center that we belong to.,Let's have a study meeting once a week at Ansan learning center that we belong to.
16043,우리가 노력한 결과 그 일을 해낼 수 있을 것 같아요.,I think we can do it as a result of our trial.,I think we can achieve it as a result of hard work.
16046,게다가 다양한 개인기와 골을 다루는 탁월한 능력도 필요해요.,"Besides, you need your own individual expertise and excellent skills in handling the goal.","Besides, you need various individual skills and excellent skills in handling the goal."
16048,우리가 계획한 리오의 전체 스케줄도 보내 드립니다.,I send the whole schedule we planned in Rio.,I am also sending you a full schedule in Rio we planned. 
16049,우리가 필요한 곳에는 언제든지 가서 노래를 불렀어요.,I sang wherever we were needed.,"Whenever and wherever we were needed, we went and sing. "
16051,우리가 필요한 신발이 어떤 건지 첨부 파일로 보냈어요.,I sent an attached file which shows what shoes we need,I sent you an attached file for the shoes we needed. 
16053,저희가 필요한 수량과 제품을 아래에 나열하겠습니다.,Here are the amount and the products list.,We will list the quantity and products we need below.
16054,저희가 모집한 통역사의 국적은 인도이고 영어통역이 가능합니다.,"The interpreter we recruited is Indian, and he is able to translate English.","The nationality of the interpreter we have recruited is Indian, and he can translate English."
16056,게다가 다양한 여가 시설이 있어 이용하기 편리합니다.,"Furthermore, there are many leisure facilities which make it very convenient.","Furthermore, it is convenient to use because it has many leisure facilities."
16071,우리가 주문한 것과 송장에 기록된 제품이 다릅니다.,The product that we ordered is different from the product that was written in our invoice.,The product we ordered is different from the product written in the invoice.
16072,우리가 조사한 바로는 에어 비용과 컨테이너 비용이 비슷합니다.,"Based on what we have investigated, the cost of the Air and the cost of the container are almost the same.","Based on what we have investigated, the cost of the Air and the cost of the container are almost the same."
16082,너희가 추천한 나라에 유명한 음식을 알려줄 수 있니?,Can you tell me popular dishes in the country you recommended?,Can you tell me the famous food in the country you recommended?
16084,누군가를 위한 일을 하는 것에 가장 자신 있습니다.,I'm very confident in working for somebody.,I'm most confident in doing something for others.
16094,우리가 주문한 제품은 내일까지 준비가 가능하겠지요?,Will it be possible for you to prepare the product we ordered by tomorrow?,Will it be possible for you to prepare the product we ordered by tomorrow?
16097,우리가 회의한 내용을 정리하여 메일로 보내겠습니다.,I'll send you an email including the contents of our meeting.,I'll send you an email including the contents of our meeting.
16098,우리가 추가한 것은 트리거 신호 하나밖에 없다.,All we add is the trigger sign.,All we added was the trigger sign.
